0.0,0.0.1,0.0.2,0.0.3
34300,5609,1,7
12378,5609,1,7
23774,5609,1,7
14121,5609,1,7
7843,5609,1,7
16964,5609,1,7
34511,5609,1,7
26402,5609,1,7
13865,30401,1,7
18342,30401,1,7
20107,30401,1,7
4305,30401,1,7
27408,30401,1,7
26782,30401,1,7
3568,15475,1,7
15565,15475,1,7
21494,15475,1,7
11236,15475,1,7
3407,15475,1,7
8952,3034,1,7
15202,3034,1,7
8146,811,1,7
13336,811,1,7
18355,811,1,7
10876,4747,1,7
7058,4747,1,7
1300,4747,1,7
21846,4747,1,7
15015,4747,1,7
15712,4747,1,7
2811,10390,1,7
6514,10390,1,7
27243,10390,1,7
29582,10390,1,7
2935,13023,1,7
6754,13023,1,7
22283,13023,1,7
23524,13023,1,7
7862,13023,1,7
14617,13023,1,7
1442,13023,1,7
11457,13023,1,7
34619,13023,1,7
24326,13023,1,7
8544,13023,1,7
5422,5010,1,7
22858,5010,1,7
5172,5010,1,7
3568,15056,1,7
6185,15056,1,7
7516,15056,1,7
31287,32509,1,7
24010,32509,1,7
31903,32509,1,7
26137,32509,1,7
14835,25042,1,7
15021,25042,1,7
10737,25042,1,7
20107,25042,1,7
32122,25042,1,7
1856,9301,1,7
24326,9301,1,7
9546,9301,1,7
34179,9301,1,7
4248,10838,1,7
32369,10838,1,7
27360,8490,1,7
11083,8490,1,7
8389,8490,1,7
26506,8490,1,7
2415,8490,1,7
20938,8490,1,7
15115,8490,1,7
34788,8490,1,7
7343,8490,1,7
25021,13315,1,7
7619,7933,1,7
26743,7933,1,7
13094,7933,1,7
12698,7933,1,7
2404,7933,1,7
15245,7933,1,7
24189,7933,1,7
14856,7933,1,7
12925,19085,1,7
19182,19085,1,7
4410,19085,1,7
3094,10636,1,7
24611,10636,1,7
23900,10636,1,7
18032,10636,1,7
2382,10636,1,7
2313,10636,1,7
9341,11272,1,7
3011,11272,1,7
528,11272,1,7
7463,11272,1,7
20110,11272,1,7
4573,11272,1,7
3171,11272,1,7
24711,11272,1,7
17852,11272,1,7
15503,11272,1,7
28098,11272,1,7
10421,11272,1,7
16635,31079,1,7
12654,31079,1,7
15471,31079,1,7
2450,31079,1,7
18096,28130,1,7
14101,28130,1,7
12689,28130,1,7
17496,28130,1,7
3242,28130,1,7
18096,6708,1,7
14101,6708,1,7
12689,6708,1,7
17496,6708,1,7
3242,6708,1,7
32123,32919,1,7
16375,32059,1,7
29620,32059,1,7
30585,32059,1,7
32226,32059,1,7
20694,32059,1,7
3506,33572,1,7
33993,33572,1,7
20079,33572,1,7
29609,33572,1,7
4114,33572,1,7
9206,33572,1,7
7655,33572,1,7
30032,33572,1,7
22638,33572,1,7
33993,10852,1,7
20079,10852,1,7
9206,10852,1,7
24850,10852,1,7
23098,4219,1,7
14261,4219,1,7
12835,4219,1,7
34563,4219,1,7
15524,4219,1,7
7757,29159,1,7
521,29159,1,7
14629,29159,1,7
5784,29159,1,7
30832,29159,1,7
21036,29159,1,7
29885,29159,1,7
22364,689,1,7
23631,689,1,7
24696,689,1,7
28043,689,1,7
10814,689,1,7
18538,689,1,7
12710,689,1,7
8695,689,1,7
23288,20201,1,7
16667,20201,1,7
2491,31738,1,7
714,31738,1,7
25591,31738,1,7
25473,31738,1,7
2491,1389,1,7
714,1389,1,7
25591,1389,1,7
25473,1389,1,7
23736,32547,1,7
22664,32547,1,7
22505,32547,1,7
6674,32547,1,7
20473,32547,1,7
28957,32547,1,7
5712,32396,1,7
28723,32396,1,7
28567,32396,1,7
26969,32150,1,7
32826,32150,1,7
29711,32150,1,7
26452,28137,1,7
32879,28137,1,7
20739,786,1,7
33348,786,1,7
16653,26534,1,7
5157,26534,1,7
21937,32589,1,7
33930,32589,1,7
18287,32589,1,7
12710,32589,1,7
1907,32589,1,7
12710,13320,1,7
33930,22032,1,7
1756,22032,1,7
5511,22032,1,7
22423,31182,1,7
33930,31182,1,7
3647,31182,1,7
21977,22015,1,7
5405,22015,1,7
17596,22015,1,7
15208,22015,1,7
10294,22015,1,7
4457,32539,1,7
10352,32539,1,7
15208,32539,1,7
4457,12997,1,7
33838,12997,1,7
3869,12997,1,7
5721,12997,1,7
1440,7615,1,7
4457,7615,1,7
10352,7615,1,7
23736,7615,1,7
25021,6427,1,7
34300,22551,1,7
20507,22551,1,7
7494,22551,1,7
2762,22551,1,7
29327,22551,1,7
341,22551,1,7
8148,22551,1,7
23170,22551,1,7
27273,22551,1,7
26969,29418,1,7
18179,29418,1,7
32826,29418,1,7
10352,29418,1,7
29399,29418,1,7
5017,28320,1,7
28684,28320,1,7
4053,28320,1,7
19616,28320,1,7
25236,20155,1,7
5052,20155,1,7
5017,20155,1,7
1392,20155,1,7
29674,13096,1,7
7095,3150,1,7
11727,3150,1,7
23019,3150,1,7
6880,14307,1,7
1674,18999,1,7
31353,18999,1,7
851,18999,1,7
30651,18999,1,7
27758,34212,1,7
25236,7948,1,7
24852,7948,1,7
5017,7948,1,7
5052,7948,1,7
1392,7948,1,7
4203,34608,1,7
11959,34608,1,7
34255,34608,1,7
21234,34608,1,7
1249,34608,1,7
13504,34608,1,7
2619,34608,1,7
23031,34608,1,7
24693,34608,1,7
1065,34608,1,7
714,19946,1,7
14931,19946,1,7
33020,19946,1,7
21799,19946,1,7
32214,17099,1,7
1402,4386,1,7
2450,4386,1,7
15308,9388,1,7
33531,9388,1,7
6368,9388,1,7
32036,9388,1,7
2157,9388,1,7
26054,9388,1,7
1037,27409,1,7
30702,19204,1,7
27878,19204,1,7
25447,19204,1,7
22697,19204,1,7
9508,19204,1,7
6841,19204,1,7
1597,19204,1,7
28526,19204,1,7
8299,11140,1,7
30702,11140,1,7
31474,11140,1,7
30944,11140,1,7
5892,11140,1,7
10297,11140,1,7
19810,12715,1,7
27151,12715,1,7
29810,12715,1,7
4299,12715,1,7
21152,12715,1,7
25196,15657,1,7
9295,15657,1,7
22723,11803,1,7
7458,11803,1,7
1674,11803,1,7
12889,11803,1,7
28163,11803,1,7
12848,11803,1,7
6285,11803,1,7
4305,11803,1,7
11727,16496,1,7
33829,34417,1,7
7057,34417,1,7
24178,34417,1,7
8512,31923,1,7
8076,31923,1,7
19150,31923,1,7
25597,31923,1,7
23999,31923,1,7
21925,31923,1,7
5661,31923,1,7
18731,31923,1,7
23949,31923,1,7
18122,31923,1,7
9390,31923,1,7
20857,11085,1,7
2620,11085,1,7
29695,11085,1,7
33287,11085,1,7
17085,11085,1,7
19680,24970,1,7
3729,24970,1,7
5642,34049,1,7
9341,12164,1,7
27265,12164,1,7
14101,12164,1,7
18096,12164,1,7
22283,14468,1,7
20008,14468,1,7
8310,14468,1,7
3907,10539,1,7
5833,10539,1,7
31285,10539,1,7
30651,10539,1,7
19962,29136,1,7
29690,29136,1,7
10737,29136,1,7
21215,29136,1,7
6209,7075,1,7
28918,7075,1,7
4463,7075,1,7
14433,1329,1,7
15061,1329,1,7
9206,1329,1,7
18007,1329,1,7
12915,1329,1,7
7307,27968,1,7
1155,27968,1,7
23453,27968,1,7
29066,27968,1,7
2127,27968,1,7
4413,27968,1,7
21462,27968,1,7
7307,11711,1,7
1155,11711,1,7
23453,11711,1,7
29066,11711,1,7
2127,11711,1,7
21462,11711,1,7
4413,11711,1,7
10902,22772,1,7
25338,22772,1,7
21149,22772,1,7
4211,22772,1,7
27878,22772,1,7
26537,22772,1,7
7867,22772,1,7
32027,22772,1,7
17077,22772,1,7
30,22772,1,7
7564,22772,1,7
33575,22772,1,7
10902,22452,1,7
25338,22452,1,7
21149,22452,1,7
8981,22452,1,7
4211,22452,1,7
27878,22452,1,7
26537,22452,1,7
7867,22452,1,7
32027,22452,1,7
17077,22452,1,7
30,22452,1,7
7564,22452,1,7
33575,22452,1,7
5781,22452,1,7
22587,22452,1,7
15496,22452,1,7
11395,22452,1,7
13516,22452,1,7
34339,22452,1,7
10902,31965,1,7
25338,31965,1,7
21149,31965,1,7
4211,31965,1,7
27878,31965,1,7
26537,31965,1,7
7867,31965,1,7
32027,31965,1,7
17077,31965,1,7
30,31965,1,7
7564,31965,1,7
33575,31965,1,7
34676,31965,1,7
33081,31965,1,7
31062,31965,1,7
4196,31965,1,7
1166,17505,1,7
16817,17505,1,7
3568,17505,1,7
11631,17505,1,7
34902,17505,1,7
32027,25930,1,7
5833,25930,1,7
34676,25930,1,7
33081,25930,1,7
31062,25930,1,7
21552,25930,1,7
31562,25930,1,7
15343,1814,1,7
707,1814,1,7
6735,1814,1,7
26097,1814,1,7
860,1814,1,7
34335,1814,1,7
15712,1814,1,7
14773,5428,1,7
4457,5428,1,7
1271,5428,1,7
30299,34489,1,7
20302,34489,1,7
22306,34489,1,7
30299,34095,1,7
20302,34095,1,7
22306,34095,1,7
5833,10811,1,7
20302,10811,1,7
32182,10811,1,7
11345,10811,1,7
6204,10811,1,7
17645,10811,1,7
20302,10223,1,7
34300,10223,1,7
34671,10223,1,7
1674,10223,1,7
33742,10223,1,7
22697,10223,1,7
15842,10223,1,7
2197,10223,1,7
3844,10223,1,7
23398,10223,1,7
27057,10223,1,7
30121,10223,1,7
10066,10223,1,7
14915,10223,1,7
18247,10223,1,7
20154,10223,1,7
28878,31166,1,7
20302,31166,1,7
22283,31166,1,7
12925,31166,1,7
12950,31166,1,7
15837,31166,1,7
22306,11131,1,7
34044,11131,1,7
6595,11131,1,7
30224,11131,1,7
10240,11131,1,7
9546,11131,1,7
23723,11131,1,7
34179,11131,1,7
9764,11131,1,7
19431,11131,1,7
22306,31385,1,7
34044,31385,1,7
6595,31385,1,7
30224,31385,1,7
9997,31385,1,7
9546,31385,1,7
32464,31385,1,7
8444,31385,1,7
11236,31385,1,7
11862,31385,1,7
5422,31385,1,7
5957,31385,1,7
9764,31385,1,7
19431,31385,1,7
19150,28724,1,7
29332,28724,1,7
31149,28724,1,7
23999,28724,1,7
25597,28724,1,7
19401,28724,1,7
19968,28724,1,7
16648,28724,1,7
8407,28724,1,7
23465,28724,1,7
33008,28724,1,7
10748,28724,1,7
7544,8813,1,7
18122,8813,1,7
866,8813,1,7
30190,20014,1,7
21319,20014,1,7
5987,20014,1,7
29671,20014,1,7
30623,20014,1,7
30190,28215,1,7
21319,28215,1,7
5987,28215,1,7
29671,28215,1,7
30623,28215,1,7
30190,1932,1,7
21319,1932,1,7
5987,1932,1,7
29671,1932,1,7
30623,1932,1,7
30190,24086,1,7
21319,24086,1,7
5987,24086,1,7
29671,24086,1,7
30623,24086,1,7
15015,25774,1,7
19623,25774,1,7
22265,25774,1,7
29734,31868,1,7
9520,31868,1,7
25759,31868,1,7
13516,428,1,7
2781,428,1,7
25484,428,1,7
15950,428,1,7
2073,428,1,7
32338,428,1,7
2085,428,1,7
697,428,1,7
32138,428,1,7
13516,33948,1,7
25484,33948,1,7
2781,33948,1,7
15950,33948,1,7
32738,9535,1,7
15079,9535,1,7
12946,9535,1,7
4213,9535,1,7
5755,9535,1,7
5661,9535,1,7
26464,4433,1,7
32738,4433,1,7
28861,4433,1,7
8550,4433,1,7
23064,4433,1,7
1848,4433,1,7
29634,13956,1,7
29562,13956,1,7
26464,18993,1,7
28189,18993,1,7
27878,5666,1,7
5833,5666,1,7
25447,5666,1,7
6754,5666,1,7
16001,5666,1,7
19801,5666,1,7
1674,5666,1,7
34676,5666,1,7
30078,5666,1,7
11499,5666,1,7
22283,5666,1,7
4560,5666,1,7
1339,5666,1,7
33758,5666,1,7
21804,5666,1,7
24639,5666,1,7
30113,5666,1,7
22697,5666,1,7
9508,5666,1,7
6841,5666,1,7
1597,5666,1,7
28526,5666,1,7
6651,5666,1,7
14146,5666,1,7
25447,20859,1,7
24775,20859,1,7
33933,20859,1,7
34162,20859,1,7
11849,20859,1,7
15468,20859,1,7
24146,1477,1,7
30078,1477,1,7
34790,1477,1,7
7274,1477,1,7
27405,1477,1,7
26036,1477,1,7
17195,1477,1,7
15725,1477,1,7
19143,1477,1,7
21543,1477,1,7
34300,1477,1,7
18914,1477,1,7
23959,1477,1,7
25094,1477,1,7
30032,1477,1,7
21754,1477,1,7
7252,1477,1,7
28071,1477,1,7
15021,1477,1,7
30540,1477,1,7
24146,15497,1,7
30078,15497,1,7
34790,15497,1,7
7274,15497,1,7
27405,15497,1,7
26036,15497,1,7
17195,15497,1,7
15725,15497,1,7
19143,15497,1,7
21543,15497,1,7
34300,15497,1,7
18914,15497,1,7
23959,15497,1,7
25094,15497,1,7
30032,15497,1,7
21754,15497,1,7
7252,15497,1,7
28071,15497,1,7
15021,15497,1,7
30540,15497,1,7
24146,30779,1,7
30078,30779,1,7
34790,30779,1,7
7274,30779,1,7
27405,30779,1,7
26036,30779,1,7
17195,30779,1,7
15725,30779,1,7
19143,30779,1,7
21543,30779,1,7
34300,30779,1,7
18914,30779,1,7
23959,30779,1,7
25094,30779,1,7
30032,30779,1,7
21754,30779,1,7
7252,30779,1,7
28071,30779,1,7
15021,30779,1,7
30540,30779,1,7
24146,8652,1,7
30078,8652,1,7
34790,8652,1,7
7274,8652,1,7
27405,8652,1,7
26036,8652,1,7
17195,8652,1,7
15725,8652,1,7
19143,8652,1,7
21543,8652,1,7
34300,8652,1,7
18914,8652,1,7
23959,8652,1,7
25094,8652,1,7
30032,8652,1,7
21754,8652,1,7
7252,8652,1,7
28071,8652,1,7
15021,8652,1,7
30540,8652,1,7
1513,8652,1,7
11205,8652,1,7
27481,8652,1,7
12602,8652,1,7
3231,8652,1,7
28871,8652,1,7
25739,8652,1,7
24146,19476,1,7
30078,19476,1,7
34790,19476,1,7
7274,19476,1,7
27405,19476,1,7
26036,19476,1,7
17195,19476,1,7
15725,19476,1,7
19143,19476,1,7
21543,19476,1,7
34300,19476,1,7
18914,19476,1,7
23959,19476,1,7
25094,19476,1,7
30032,19476,1,7
21754,19476,1,7
7252,19476,1,7
28071,19476,1,7
15021,19476,1,7
30540,19476,1,7
24703,24924,1,7
3844,24924,1,7
34671,24924,1,7
24146,24924,1,7
30078,24924,1,7
22697,24924,1,7
34790,24924,1,7
7274,24924,1,7
27405,24924,1,7
26036,24924,1,7
17195,24924,1,7
15725,24924,1,7
19143,24924,1,7
21543,24924,1,7
34300,24924,1,7
18914,24924,1,7
23959,24924,1,7
25094,24924,1,7
30032,24924,1,7
21754,24924,1,7
7252,24924,1,7
28071,24924,1,7
15021,24924,1,7
30540,24924,1,7
15842,24924,1,7
2197,24924,1,7
23398,24924,1,7
27057,24924,1,7
30121,24924,1,7
10066,24924,1,7
14915,24924,1,7
1339,24924,1,7
34883,24924,1,7
6103,24924,1,7
13746,24924,1,7
32182,24924,1,7
16552,24924,1,7
24146,6020,1,7
30078,6020,1,7
34790,6020,1,7
7274,6020,1,7
27405,6020,1,7
26036,6020,1,7
17195,6020,1,7
15725,6020,1,7
19143,6020,1,7
21543,6020,1,7
34300,6020,1,7
18914,6020,1,7
23959,6020,1,7
25094,6020,1,7
30032,6020,1,7
21754,6020,1,7
7252,6020,1,7
28071,6020,1,7
15021,6020,1,7
30540,6020,1,7
24146,17218,1,7
30078,17218,1,7
34790,17218,1,7
7274,17218,1,7
27405,17218,1,7
26036,17218,1,7
17195,17218,1,7
15725,17218,1,7
19143,17218,1,7
21543,17218,1,7
34300,17218,1,7
18914,17218,1,7
23959,17218,1,7
25094,17218,1,7
30032,17218,1,7
21754,17218,1,7
7252,17218,1,7
28071,17218,1,7
15021,17218,1,7
30540,17218,1,7
24146,29993,1,7
30078,29993,1,7
34790,29993,1,7
7274,29993,1,7
27405,29993,1,7
26036,29993,1,7
17195,29993,1,7
15725,29993,1,7
19143,29993,1,7
21543,29993,1,7
34300,29993,1,7
18914,29993,1,7
23959,29993,1,7
25094,29993,1,7
30032,29993,1,7
21754,29993,1,7
7252,29993,1,7
28071,29993,1,7
15021,29993,1,7
30540,29993,1,7
24146,33945,1,7
30078,33945,1,7
34790,33945,1,7
7274,33945,1,7
27405,33945,1,7
26036,33945,1,7
17195,33945,1,7
15725,33945,1,7
19143,33945,1,7
21543,33945,1,7
34300,33945,1,7
18914,33945,1,7
23959,33945,1,7
25094,33945,1,7
30032,33945,1,7
21754,33945,1,7
7252,33945,1,7
28071,33945,1,7
15021,33945,1,7
30540,33945,1,7
24146,14592,1,7
30078,14592,1,7
34790,14592,1,7
7274,14592,1,7
27405,14592,1,7
26036,14592,1,7
17195,14592,1,7
15725,14592,1,7
19143,14592,1,7
21543,14592,1,7
34300,14592,1,7
18914,14592,1,7
23959,14592,1,7
25094,14592,1,7
30032,14592,1,7
21754,14592,1,7
7252,14592,1,7
28071,14592,1,7
15021,14592,1,7
30540,14592,1,7
24146,33437,1,7
30078,33437,1,7
34790,33437,1,7
7274,33437,1,7
27405,33437,1,7
26036,33437,1,7
17195,33437,1,7
15725,33437,1,7
19143,33437,1,7
21543,33437,1,7
34300,33437,1,7
18914,33437,1,7
23959,33437,1,7
25094,33437,1,7
30032,33437,1,7
21754,33437,1,7
7252,33437,1,7
28071,33437,1,7
15021,33437,1,7
30540,33437,1,7
24146,29111,1,7
30078,29111,1,7
34790,29111,1,7
7274,29111,1,7
27405,29111,1,7
26036,29111,1,7
17195,29111,1,7
15725,29111,1,7
19143,29111,1,7
21543,29111,1,7
34300,29111,1,7
18914,29111,1,7
23959,29111,1,7
25094,29111,1,7
30032,29111,1,7
21754,29111,1,7
7252,29111,1,7
28071,29111,1,7
15021,29111,1,7
30540,29111,1,7
21840,29111,1,7
25739,12263,1,7
21234,12263,1,7
1249,12263,1,7
13504,12263,1,7
2619,12263,1,7
23031,12263,1,7
24693,12263,1,7
1065,12263,1,7
12925,3317,1,7
9195,3317,1,7
10232,3317,1,7
16953,3317,1,7
3844,16411,1,7
34671,16411,1,7
22697,16411,1,7
34300,16411,1,7
15842,16411,1,7
2197,16411,1,7
23398,16411,1,7
27057,16411,1,7
30121,16411,1,7
10066,16411,1,7
14915,16411,1,7
3844,14687,1,7
34671,14687,1,7
22697,14687,1,7
34300,14687,1,7
15842,14687,1,7
2197,14687,1,7
23398,14687,1,7
27057,14687,1,7
30121,14687,1,7
10066,14687,1,7
14915,14687,1,7
3729,14687,1,7
17495,14687,1,7
11213,14687,1,7
9341,2354,1,7
27265,2354,1,7
14101,2354,1,7
18096,2354,1,7
9341,33877,1,7
27265,33877,1,7
14101,33877,1,7
18096,33877,1,7
9341,21038,1,7
27265,21038,1,7
14101,21038,1,7
18096,21038,1,7
9341,13405,1,7
27265,13405,1,7
14101,13405,1,7
18096,13405,1,7
9341,21274,1,7
27265,21274,1,7
14101,21274,1,7
18096,21274,1,7
9341,34851,1,7
27265,34851,1,7
14101,34851,1,7
18096,34851,1,7
8956,34851,1,7
9341,27039,1,7
27265,27039,1,7
14101,27039,1,7
18096,27039,1,7
9341,16324,1,7
27265,16324,1,7
14101,16324,1,7
18096,16324,1,7
9341,30692,1,7
27265,30692,1,7
14101,30692,1,7
18096,30692,1,7
9341,10123,1,7
27265,10123,1,7
14101,10123,1,7
18096,10123,1,7
9341,22337,1,7
27265,22337,1,7
14101,22337,1,7
18096,22337,1,7
9341,7984,1,7
27265,7984,1,7
14101,7984,1,7
18096,7984,1,7
9341,11533,1,7
27265,11533,1,7
14101,11533,1,7
18096,11533,1,7
9341,2369,1,7
27265,2369,1,7
14101,2369,1,7
18096,2369,1,7
9341,30063,1,7
27265,30063,1,7
14101,30063,1,7
18096,30063,1,7
9341,20723,1,7
27265,20723,1,7
14101,20723,1,7
18096,20723,1,7
9341,6863,1,7
27265,6863,1,7
14101,6863,1,7
18096,6863,1,7
18096,3766,1,7
24395,3766,1,7
67,3766,1,7
24703,12341,1,7
2197,12341,1,7
10066,12341,1,7
1339,12341,1,7
16552,12341,1,7
6103,12341,1,7
32182,12341,1,7
34883,12341,1,7
13746,12341,1,7
24703,13669,1,7
2197,13669,1,7
10066,13669,1,7
1339,13669,1,7
34883,13669,1,7
6103,13669,1,7
13746,13669,1,7
32182,13669,1,7
16552,13669,1,7
20739,12334,1,7
24703,12334,1,7
2197,12334,1,7
10066,12334,1,7
1339,12334,1,7
34883,12334,1,7
6103,12334,1,7
13746,12334,1,7
32182,12334,1,7
16552,12334,1,7
2738,12334,1,7
15565,12334,1,7
2748,12334,1,7
6067,12334,1,7
11014,12334,1,7
34300,33607,1,7
2115,33607,1,7
15524,33607,1,7
9874,33607,1,7
3431,33607,1,7
1059,33607,1,7
21147,33607,1,7
4149,33607,1,7
8146,33607,1,7
28431,33607,1,7
8547,33607,1,7
23774,33607,1,7
34300,26718,1,7
2115,26718,1,7
15524,26718,1,7
9874,26718,1,7
3431,26718,1,7
1059,26718,1,7
21147,26718,1,7
4149,26718,1,7
20107,26718,1,7
18892,26718,1,7
30445,26718,1,7
9303,26718,1,7
14930,26718,1,7
26137,26718,1,7
28431,26718,1,7
8547,26718,1,7
8146,26718,1,7
23774,26718,1,7
34300,21191,1,7
2115,21191,1,7
15524,21191,1,7
9874,21191,1,7
3431,21191,1,7
1059,21191,1,7
21147,21191,1,7
4149,21191,1,7
28431,21191,1,7
8146,21191,1,7
8547,21191,1,7
23774,21191,1,7
11083,30375,1,7
8389,30375,1,7
26506,30375,1,7
27360,30375,1,7
2415,30375,1,7
20938,30375,1,7
15115,30375,1,7
34788,30375,1,7
7343,30375,1,7
11083,25389,1,7
8389,25389,1,7
26506,25389,1,7
2415,25389,1,7
20938,25389,1,7
15115,25389,1,7
27360,25389,1,7
34788,25389,1,7
7343,25389,1,7
30078,14185,1,7
860,14185,1,7
15712,14185,1,7
15343,14185,1,7
707,14185,1,7
6735,14185,1,7
26097,14185,1,7
34335,14185,1,7
24145,14185,1,7
25094,29583,1,7
24421,29583,1,7
32238,29583,1,7
32397,29583,1,7
11697,29583,1,7
2852,29583,1,7
18535,29583,1,7
20857,29583,1,7
15054,29583,1,7
13086,29583,1,7
10010,29583,1,7
11311,29583,1,7
9510,29583,1,7
30676,29583,1,7
7327,29583,1,7
25094,17186,1,7
32397,17186,1,7
24421,17186,1,7
13086,17186,1,7
11311,17186,1,7
20857,17186,1,7
15054,17186,1,7
10010,17186,1,7
32238,17186,1,7
2852,17186,1,7
11697,17186,1,7
18535,17186,1,7
9510,17186,1,7
30676,17186,1,7
7327,17186,1,7
25094,34569,1,7
32397,34569,1,7
24421,34569,1,7
13086,34569,1,7
11311,34569,1,7
20857,34569,1,7
15054,34569,1,7
10010,34569,1,7
32238,34569,1,7
2852,34569,1,7
11697,34569,1,7
18535,34569,1,7
32930,34569,1,7
7510,34569,1,7
9510,34569,1,7
30676,34569,1,7
7327,34569,1,7
25094,34254,1,7
32397,34254,1,7
24421,34254,1,7
13086,34254,1,7
11311,34254,1,7
20857,34254,1,7
15054,34254,1,7
10010,34254,1,7
32238,34254,1,7
2852,34254,1,7
9510,34254,1,7
18535,34254,1,7
30676,34254,1,7
11697,34254,1,7
7327,34254,1,7
7494,18635,1,7
2762,18635,1,7
29327,18635,1,7
20507,18635,1,7
341,18635,1,7
8148,18635,1,7
11610,18635,1,7
7494,3107,1,7
2762,3107,1,7
29327,3107,1,7
20507,3107,1,7
341,3107,1,7
8148,3107,1,7
8292,3107,1,7
1758,11961,1,7
5712,11961,1,7
32845,11961,1,7
34432,8653,1,7
14456,8653,1,7
29860,8653,1,7
24000,29514,1,7
33020,29514,1,7
28163,29514,1,7
23328,29514,1,7
30224,2433,1,7
19431,2433,1,7
11923,2433,1,7
4411,2433,1,7
5398,2433,1,7
18065,2433,1,7
28438,2433,1,7
32325,8546,1,7
10510,8546,1,7
30172,8546,1,7
28704,8546,1,7
8590,8546,1,7
7962,8546,1,7
29862,5921,1,7
22283,8285,1,7
21175,8285,1,7
20008,8285,1,7
8310,8285,1,7
15767,3955,1,7
3769,3955,1,7
26412,3955,1,7
25949,3955,1,7
19578,3955,1,7
26268,21068,1,7
28230,21068,1,7
11647,21068,1,7
19520,21068,1,7
20269,21068,1,7
12923,21068,1,7
26268,13238,1,7
28230,13238,1,7
11647,13238,1,7
19520,13238,1,7
20269,13238,1,7
12923,13238,1,7
3320,29300,1,7
32103,29300,1,7
15308,29300,1,7
2450,29300,1,7
30284,29300,1,7
8396,29300,1,7
15308,15353,1,7
3320,15353,1,7
32103,15353,1,7
2450,15353,1,7
30284,15353,1,7
8396,15353,1,7
8299,33273,1,7
15308,33273,1,7
30284,33273,1,7
3320,33273,1,7
2450,33273,1,7
8396,33273,1,7
32103,33273,1,7
9559,14713,1,7
15308,14713,1,7
30284,14713,1,7
3320,14713,1,7
2450,14713,1,7
8396,14713,1,7
32103,14713,1,7
117,14713,1,7
6315,14713,1,7
9104,14713,1,7
32738,16453,1,7
30438,16453,1,7
26748,16453,1,7
32738,20057,1,7
30438,20057,1,7
26748,20057,1,7
20262,4394,1,7
24375,4394,1,7
30113,4394,1,7
9534,4394,1,7
22058,4394,1,7
20262,25574,1,7
24375,25574,1,7
30113,25574,1,7
9534,25574,1,7
22058,25574,1,7
22723,19109,1,7
1674,19109,1,7
12848,19109,1,7
6285,19109,1,7
22283,14173,1,7
20008,14173,1,7
8310,14173,1,7
33093,14173,1,7
7687,14173,1,7
9158,14173,1,7
22283,7437,1,7
20008,7437,1,7
8310,7437,1,7
1166,10921,1,7
33609,10921,1,7
4626,10921,1,7
6408,10921,1,7
22706,10921,1,7
33220,10921,1,7
12198,10921,1,7
9895,10921,1,7
29622,10921,1,7
6786,10921,1,7
19217,10921,1,7
553,10921,1,7
11673,10921,1,7
6683,10921,1,7
19789,10921,1,7
14024,10921,1,7
15407,10921,1,7
1686,10921,1,7
22814,10921,1,7
14892,10921,1,7
34044,8681,1,7
28815,8681,1,7
3051,8681,1,7
29490,8681,1,7
4240,8681,1,7
15308,1291,1,7
28990,1291,1,7
24343,1291,1,7
33531,1291,1,7
6368,1291,1,7
32036,1291,1,7
2157,1291,1,7
26054,1291,1,7
1416,9833,1,7
22664,9833,1,7
2053,9833,1,7
19777,9833,1,7
4053,9833,1,7
33609,18858,1,7
3396,18858,1,7
27909,18858,1,7
20801,18858,1,7
33609,26272,1,7
3396,26272,1,7
27909,26272,1,7
20801,26272,1,7
30944,12305,1,7
5892,12305,1,7
10297,12305,1,7
14024,11775,1,7
14096,12699,1,7
12980,12699,1,7
12435,12699,1,7
13809,506,1,7
25236,506,1,7
21117,506,1,7
24327,506,1,7
33293,506,1,7
20718,506,1,7
8954,506,1,7
15851,506,1,7
32949,506,1,7
23741,506,1,7
10158,506,1,7
15407,14991,1,7
22366,14991,1,7
942,14991,1,7
30230,14991,1,7
22923,14991,1,7
1686,11373,1,7
14889,11373,1,7
7757,11373,1,7
4884,11373,1,7
2866,11373,1,7
17379,11373,1,7
27956,11373,1,7
8911,11373,1,7
942,28813,1,7
14066,28813,1,7
29925,28813,1,7
34821,28813,1,7
32316,29811,1,7
4153,29811,1,7
11689,29811,1,7
30918,29811,1,7
23915,29811,1,7
18186,29811,1,7
10405,29811,1,7
15554,29811,1,7
32316,17000,1,7
2328,17000,1,7
10903,17000,1,7
18186,17000,1,7
30918,17000,1,7
11689,17000,1,7
21016,17000,1,7
23915,17000,1,7
15554,17000,1,7
10405,17000,1,7
32316,20298,1,7
18186,20298,1,7
30918,20298,1,7
11689,20298,1,7
23915,20298,1,7
20632,20298,1,7
15554,20298,1,7
23339,20298,1,7
10405,20298,1,7
8545,5988,1,7
12923,5988,1,7
32103,5988,1,7
29925,5988,1,7
745,5988,1,7
30087,5988,1,7
28161,5988,1,7
11923,32479,1,7
4411,32479,1,7
5398,32479,1,7
32922,32479,1,7
21203,22960,1,7
15614,24409,1,7
4457,24409,1,7
1271,24409,1,7
22342,24409,1,7
21666,24409,1,7
4457,14567,1,7
1271,14567,1,7
4457,29774,1,7
1271,29774,1,7
4457,21848,1,7
1271,21848,1,7
23453,15002,1,7
11697,15002,1,7
8239,15002,1,7
15614,15002,1,7
15851,15002,1,7
